Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
4704,31-07-2020,8:00 AM,Uttarakhand,-,-,3996,76,7065
4705,31-07-2020,8:00 AM,Uttar Pradesh,-,-,46803,1587,81039
4706,31-07-2020,8:00 AM,West Bengal,-,-,46256,1536,67692
4707,01-08-2020,8:00 AM,Andaman and Nicobar Islands,-,-,214,5,548
4708,01-08-2020,8:00 AM,Andhra Pradesh,-,-,63864,1349,140933
4709,01-08-2020,8:00 AM,Arunachal Pradesh,-,-,918,3,1591
4710,01-08-2020,8:00 AM,Assam,-,-,30357,98,40269
4711,01-08-2020,8:00 AM,Bihar,-,-,33358,296,51233
4712,01-08-2020,8:00 AM,Chandigarh,-,-,667,15,1051
4713,01-08-2020,8:00 AM,Chhattisgarh,-,-,6230,53,9086
4714,01-08-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,686,2,1100
4715,01-08-2020,8:00 AM,Delhi,-,-,120930,3963,135598
4716,01-08-2020,8:00 AM,Goa,-,-,4211,45,5913
4717,01-08-2020,8:00 AM,Gujarat,-,-,44907,2441,61438
4718,01-08-2020,8:00 AM,Haryana,-,-,28227,421,34965
4719,01-08-2020,8:00 AM,Himachal Pradesh,-,-,1459,14,2564
4720,01-08-2020,8:00 AM,Jammu and Kashmir,-,-,12217,377,20359
4721,01-08-2020,8:00 AM,Jharkhand,-,-,4314,106,10958
4722,01-08-2020,8:00 AM,Karnataka,-,-,49788,2314,124115
4723,01-08-2020,8:00 AM,Kerala,-,-,13023,73,23613
4724,01-08-2020,8:00 AM,Ladakh,-,-,1095,7,1404
4725,01-08-2020,8:00 AM,Madhya Pradesh,-,-,22271,867,31806
4726,01-08-2020,8:00 AM,Maharashtra,-,-,256158,14994,422118
4727,01-08-2020,8:00 AM,Manipur,-,-,1689,5,2621
4728,01-08-2020,8:00 AM,Meghalaya,-,-,215,5,823
4729,01-08-2020,8:00 AM,Mizoram,-,-,247,0,412
4730,01-08-2020,8:00 AM,Nagaland,-,-,635,5,1693
4731,01-08-2020,8:00 AM,Odisha,-,-,20518,177,31877
4732,01-08-2020,8:00 AM,Puducherry,-,-,2100,49,3472
4733,01-08-2020,8:00 AM,Punjab,-,-,10734,386,16119
4734,01-08-2020,8:00 AM,Rajasthan,-,-,29035,674,41298
4735,01-08-2020,8:00 AM,Sikkim,-,-,231,1,639
4736,01-08-2020,8:00 AM,Tamil Nadu,-,-,183956,3935,245859
4737,01-08-2020,8:00 AM,Telengana,-,-,45388,519,62703
4738,01-08-2020,8:00 AM,Tripura,-,-,3327,21,4978
4739,01-08-2020,8:00 AM,Uttarakhand,-,-,4168,80,7183
4740,01-08-2020,8:00 AM,Uttar Pradesh,-,-,48863,1630,85461
4741,01-08-2020,8:00 AM,West Bengal,-,-,48374,1581,70188
4742,02-08-2020,8:00 AM,Andaman and Nicobar Islands,-,-,226,7,636
4743,02-08-2020,8:00 AM,Andhra Pradesh,-,-,76614,1407,150209
4744,02-08-2020,8:00 AM,Arunachal Pradesh,-,-,969,3,1673
4745,02-08-2020,8:00 AM,Assam,-,-,31442,101,41726
4746,02-08-2020,8:00 AM,Bihar,-,-,34994,309,54240
4747,02-08-2020,8:00 AM,Chandigarh,-,-,683,18,1079
4748,02-08-2020,8:00 AM,Chhattisgarh,-,-,6610,55,9385
4749,02-08-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,725,2,1145
4750,02-08-2020,8:00 AM,Delhi,-,-,122131,3989,136716
4751,02-08-2020,8:00 AM,Goa,-,-,4438,48,6193
4752,02-08-2020,8:00 AM,Gujarat,-,-,45699,2464,62463
4753,02-08-2020,8:00 AM,Haryana,-,-,29080,428,35758
4754,02-08-2020,8:00 AM,Himachal Pradesh,-,-,1502,14,2634
4755,02-08-2020,8:00 AM,Jammu and Kashmir,-,-,12871,388,20972
4756,02-08-2020,8:00 AM,Jharkhand,-,-,4513,113,11686
4757,02-08-2020,8:00 AM,Karnataka,-,-,53648,2412,129287
4758,02-08-2020,8:00 AM,Kerala,-,-,13775,81,24742
4759,02-08-2020,8:00 AM,Ladakh,-,-,1108,7,1462
4760,02-08-2020,8:00 AM,Madhya Pradesh,-,-,22969,876,32614
4761,02-08-2020,8:00 AM,Maharashtra,-,-,266883,15316,431719
4762,02-08-2020,8:00 AM,Manipur,-,-,1699,6,2756
4763,02-08-2020,8:00 AM,Meghalaya,-,-,252,5,856
4764,02-08-2020,8:00 AM,Mizoram,-,-,253,0,468
4765,02-08-2020,8:00 AM,Nagaland,-,-,640,5,1831
4766,02-08-2020,8:00 AM,Odisha,-,-,21274,187,33479
4767,02-08-2020,8:00 AM,Puducherry,-,-,2198,51,3606
4768,02-08-2020,8:00 AM,Punjab,-,-,11075,405,17063
4769,02-08-2020,8:00 AM,Rajasthan,-,-,29977,690,42646
4770,02-08-2020,8:00 AM,Sikkim,-,-,269,1,650
4771,02-08-2020,8:00 AM,Tamil Nadu,-,-,190966,4034,251738
4772,02-08-2020,8:00 AM,Telengana,-,-,46502,530,64786
4773,02-08-2020,8:00 AM,Tripura,-,-,3463,23,5233
4774,02-08-2020,8:00 AM,Uttarakhand,-,-,4330,83,7447
4775,02-08-2020,8:00 AM,Uttar Pradesh,-,-,51334,1677,89048
4776,02-08-2020,8:00 AM,West Bengal,-,-,50517,1629,72777
4777,03-08-2020,8:00 AM,Andaman and Nicobar Islands,-,-,242,8,734
4778,03-08-2020,8:00 AM,Andhra Pradesh,-,-,82886,1474,158764
4779,03-08-2020,8:00 AM,Arunachal Pradesh,-,-,996,3,1698
4780,03-08-2020,8:00 AM,Assam,-,-,32384,105,42904
4781,03-08-2020,8:00 AM,Bihar,-,-,36389,329,57024
4782,03-08-2020,8:00 AM,Chandigarh,-,-,698,19,1117
4783,03-08-2020,8:00 AM,Chhattisgarh,-,-,6991,58,9531
4784,03-08-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,766,2,1184
4785,03-08-2020,8:00 AM,Delhi,-,-,123317,4004,137677
4786,03-08-2020,8:00 AM,Goa,-,-,4668,53,6530
4787,03-08-2020,8:00 AM,Gujarat,-,-,46504,2486,63562
4788,03-08-2020,8:00 AM,Haryana,-,-,29690,433,36519
4789,03-08-2020,8:00 AM,Himachal Pradesh,-,-,1559,14,2703
4790,03-08-2020,8:00 AM,Jammu and Kashmir,-,-,13127,396,21416
4791,03-08-2020,8:00 AM,Jharkhand,-,-,4682,118,12523
4792,03-08-2020,8:00 AM,Karnataka,-,-,57725,2496,134819
4793,03-08-2020,8:00 AM,Kerala,-,-,14463,82,25911
4794,03-08-2020,8:00 AM,Ladakh,-,-,1108,7,1466
4795,03-08-2020,8:00 AM,Madhya Pradesh,-,-,23550,886,33535
4796,03-08-2020,8:00 AM,Maharashtra,-,-,276809,15576,441228
4797,03-08-2020,8:00 AM,Manipur,-,-,1737,7,2831
4798,03-08-2020,8:00 AM,Meghalaya,-,-,264,5,874
4799,03-08-2020,8:00 AM,Mizoram,-,-,258,0,482
4800,03-08-2020,8:00 AM,Nagaland,-,-,648,5,1935
4801,03-08-2020,8:00 AM,Odisha,-,-,21955,197,34913
4802,03-08-2020,8:00 AM,Puducherry,-,-,2309,52,3806
4803,03-08-2020,8:00 AM,Punjab,-,-,11466,423,17853
4804,03-08-2020,8:00 AM,Rajasthan,-,-,30710,703,43804
4805,03-08-2020,8:00 AM,Sikkim,-,-,289,1,658
4806,03-08-2020,8:00 AM,Tamil Nadu,-,-,196483,4132,257613
4807,03-08-2020,8:00 AM,Telengana,-,-,47590,540,66677
4808,03-08-2020,8:00 AM,Tripura,-,-,3605,27,5374
4809,03-08-2020,8:00 AM,Uttarakhand,-,-,4437,86,7593
4810,03-08-2020,8:00 AM,Uttar Pradesh,-,-,53168,1730,92921
4811,03-08-2020,8:00 AM,West Bengal,-,-,52730,1678,75516
4812,04-08-2020,8:00 AM,Andaman and Nicobar Islands,-,-,263,10,830
4813,04-08-2020,8:00 AM,Andhra Pradesh,-,-,88672,1537,166586
4814,04-08-2020,8:00 AM,Arunachal Pradesh,-,-,1063,3,1758
4815,04-08-2020,8:00 AM,Assam,-,-,33428,109,45275
4816,04-08-2020,8:00 AM,Bihar,-,-,38228,330,59328
4817,04-08-2020,8:00 AM,Chandigarh,-,-,706,19,1159
4818,04-08-2020,8:00 AM,Chhattisgarh,-,-,7256,61,9779
4819,04-08-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,860,2,1274
4820,04-08-2020,8:00 AM,Delhi,-,-,124254,4021,138482
4821,04-08-2020,8:00 AM,Goa,-,-,4876,56,6816
4822,04-08-2020,8:00 AM,Gujarat,-,-,47478,2508,64585
4823,04-08-2020,8:00 AM,Haryana,-,-,30470,440,37173
4824,04-08-2020,8:00 AM,Himachal Pradesh,-,-,1658,14,2818
4825,04-08-2020,8:00 AM,Jammu and Kashmir,-,-,14032,407,22006
4826,04-08-2020,8:00 AM,Jharkhand,-,-,4792,125,13478
4827,04-08-2020,8:00 AM,Karnataka,-,-,62500,2594,139571
4828,04-08-2020,8:00 AM,Kerala,-,-,15278,84,26873
4829,04-08-2020,8:00 AM,Ladakh,-,-,1109,7,1485
4830,04-08-2020,8:00 AM,Madhya Pradesh,-,-,24099,900,34285
4831,04-08-2020,8:00 AM,Maharashtra,-,-,287030,15842,450196
4832,04-08-2020,8:00 AM,Manipur,-,-,1766,7,2920
4833,04-08-2020,8:00 AM,Meghalaya,-,-,264,5,902
4834,04-08-2020,8:00 AM,Mizoram,-,-,266,0,501
4835,04-08-2020,8:00 AM,Nagaland,-,-,657,5,2129
4836,04-08-2020,8:00 AM,Odisha,-,-,23074,207,36297
4837,04-08-2020,8:00 AM,Puducherry,-,-,2411,56,3982
4838,04-08-2020,8:00 AM,Punjab,-,-,11882,442,18527
4839,04-08-2020,8:00 AM,Rajasthan,-,-,31458,715,44975
4840,04-08-2020,8:00 AM,Sikkim,-,-,297,1,688
4841,04-08-2020,8:00 AM,Tamil Nadu,-,-,202283,4241,263222
4842,04-08-2020,8:00 AM,Telengana,-,-,49675,563,68946
4843,04-08-2020,8:00 AM,Tripura,-,-,3675,28,5505
4844,04-08-2020,8:00 AM,Uttarakhand,-,-,4538,90,7800
4845,04-08-2020,8:00 AM,Uttar Pradesh,-,-,55393,1778,97362
4846,04-08-2020,8:00 AM,West Bengal,-,-,54818,1731,78232
4847,05-08-2020,8:00 AM,Andaman and Nicobar Islands,-,-,277,12,928
4848,05-08-2020,8:00 AM,Andhra Pradesh,-,-,95625,1604,176333
4849,05-08-2020,8:00 AM,Arunachal Pradesh,-,-,1105,3,1790
4850,05-08-2020,8:00 AM,Assam,-,-,34421,115,48161
4851,05-08-2020,8:00 AM,Bihar,-,-,40348,347,61788
4852,05-08-2020,8:00 AM,Chandigarh,-,-,715,20,1206
4853,05-08-2020,8:00 AM,Chhattisgarh,-,-,7613,69,10202
4854,05-08-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,919,2,1325
4855,05-08-2020,8:00 AM,Delhi,-,-,125226,4033,139156
4856,05-08-2020,8:00 AM,Goa,-,-,5114,60,7075
4857,05-08-2020,8:00 AM,Gujarat,-,-,48376,2533,65599
4858,05-08-2020,8:00 AM,Haryana,-,-,31226,448,37796
4859,05-08-2020,8:00 AM,Himachal Pradesh,-,-,1710,14,2879
4860,05-08-2020,8:00 AM,Jammu and Kashmir,-,-,14856,417,22396
4861,05-08-2020,8:00 AM,Jharkhand,-,-,5164,128,13940
4862,05-08-2020,8:00 AM,Karnataka,-,-,69272,2704,145830
4863,05-08-2020,8:00 AM,Kerala,-,-,16299,87,27956
4864,05-08-2020,8:00 AM,Ladakh,-,-,1127,7,1534
4865,05-08-2020,8:00 AM,Madhya Pradesh,-,-,25414,912,35082
4866,05-08-2020,8:00 AM,Maharashtra,-,-,299356,16142,457956
4867,05-08-2020,8:00 AM,Manipur,-,-,1814,7,3018
4868,05-08-2020,8:00 AM,Meghalaya,-,-,330,5,917
4869,05-08-2020,8:00 AM,Mizoram,-,-,282,0,504
4870,05-08-2020,8:00 AM,Nagaland,-,-,659,5,2405
4871,05-08-2020,8:00 AM,Odisha,-,-,24483,216,37681
4872,05-08-2020,8:00 AM,Puducherry,-,-,2537,58,4147
4873,05-08-2020,8:00 AM,Punjab,-,-,12491,462,19015
4874,05-08-2020,8:00 AM,Rajasthan,-,-,32832,732,46679
4875,05-08-2020,8:00 AM,Sikkim,-,-,299,1,783
4876,05-08-2020,8:00 AM,Tamil Nadu,-,-,208784,4349,268285
4877,05-08-2020,8:00 AM,Telengana,-,-,50814,576,70958
4878,05-08-2020,8:00 AM,Tripura,-,-,3725,30,5628
4879,05-08-2020,8:00 AM,Uttarakhand,-,-,4847,95,8008
4880,05-08-2020,8:00 AM,Uttar Pradesh,-,-,57271,1817,100310
4881,05-08-2020,8:00 AM,West Bengal,-,-,56884,1785,80984
4882,06-08-2020,8:00 AM,Andaman and Nicobar Islands,-,-,326,14,1027
4883,06-08-2020,8:00 AM,Andhra Pradesh,-,-,104354,1681,186461
4884,06-08-2020,8:00 AM,Arunachal Pradesh,-,-,1210,3,1855
4885,06-08-2020,8:00 AM,Assam,-,-,35892,121,50445
4886,06-08-2020,8:00 AM,Bihar,-,-,42414,355,64770
4887,06-08-2020,8:00 AM,Chandigarh,-,-,715,20,1270
4888,06-08-2020,8:00 AM,Chhattisgarh,-,-,7871,71,10407
4889,06-08-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,960,2,1366
4890,06-08-2020,8:00 AM,Delhi,-,-,126116,4044,140232
4891,06-08-2020,8:00 AM,Goa,-,-,5287,64,7423
4892,06-08-2020,8:00 AM,Gujarat,-,-,49433,2556,66669
4893,06-08-2020,8:00 AM,Haryana,-,-,31960,455,38548
4894,06-08-2020,8:00 AM,Himachal Pradesh,-,-,1762,14,2916
4895,06-08-2020,8:00 AM,Jammu and Kashmir,-,-,15244,426,22955
4896,06-08-2020,8:00 AM,Jharkhand,-,-,5703,136,14888
4897,06-08-2020,8:00 AM,Karnataka,-,-,74679,2804,151449
4898,06-08-2020,8:00 AM,Kerala,-,-,17533,94,29151
4899,06-08-2020,8:00 AM,Ladakh,-,-,1164,7,1592
4900,06-08-2020,8:00 AM,Madhya Pradesh,-,-,26064,929,35734
4901,06-08-2020,8:00 AM,Maharashtra,-,-,305521,16476,468265
4902,06-08-2020,8:00 AM,Manipur,-,-,1862,7,3093
4903,06-08-2020,8:00 AM,Meghalaya,-,-,330,5,929
4904,06-08-2020,8:00 AM,Mizoram,-,-,286,0,537
4905,06-08-2020,8:00 AM,Nagaland,-,-,685,6,2498
4906,06-08-2020,8:00 AM,Odisha,-,-,25738,225,39018
4907,06-08-2020,8:00 AM,Puducherry,-,-,2668,65,4433
4908,06-08-2020,8:00 AM,Punjab,-,-,12943,491,19856
4909,06-08-2020,8:00 AM,Rajasthan,-,-,33849,745,47272
4910,06-08-2020,8:00 AM,Sikkim,-,-,303,1,800
4911,06-08-2020,8:00 AM,Tamil Nadu,-,-,214815,4461,273460
4912,06-08-2020,8:00 AM,Telengana,-,-,52103,589,73050
4913,06-08-2020,8:00 AM,Tripura,-,-,3793,31,5725
4914,06-08-2020,8:00 AM,Uttarakhand,-,-,5233,98,8254
4915,06-08-2020,8:00 AM,Uttar Pradesh,-,-,60558,1857,104388
4916,06-08-2020,8:00 AM,West Bengal,-,-,58962,1846,83800
4917,07-08-2020,8:00 AM,Andaman and Nicobar Islands,-,-,355,16,1123
4918,07-08-2020,8:00 AM,Andhra Pradesh,-,-,112870,1753,196789
4919,07-08-2020,8:00 AM,Arunachal Pradesh,-,-,1245,3,1948
4920,07-08-2020,8:00 AM,Assam,-,-,37224,126,52817
4921,07-08-2020,8:00 AM,Bihar,-,-,43537,363,67788
4922,07-08-2020,8:00 AM,Chandigarh,-,-,777,20,1327
4923,07-08-2020,8:00 AM,Chhattisgarh,-,-,8088,77,10932
4924,07-08-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,973,2,1391
4925,07-08-2020,8:00 AM,Delhi,-,-,127124,4059,141531
4926,07-08-2020,8:00 AM,Goa,-,-,5453,66,7614
4927,07-08-2020,8:00 AM,Gujarat,-,-,50350,2583,67699
4928,07-08-2020,8:00 AM,Haryana,-,-,32640,458,39303
4929,07-08-2020,8:00 AM,Himachal Pradesh,-,-,1865,14,3047
4930,07-08-2020,8:00 AM,Jammu and Kashmir,-,-,15708,436,23454
4931,07-08-2020,8:00 AM,Jharkhand,-,-,6594,145,15756
4932,07-08-2020,8:00 AM,Karnataka,-,-,80281,2897,158254
4933,07-08-2020,8:00 AM,Kerala,-,-,18333,97,30449
4934,07-08-2020,8:00 AM,Ladakh,-,-,1177,7,1595
4935,07-08-2020,8:00 AM,Madhya Pradesh,-,-,26902,946,36564
4936,07-08-2020,8:00 AM,Maharashtra,-,-,316375,16792,479779
4937,07-08-2020,8:00 AM,Manipur,-,-,1905,8,3217
4938,07-08-2020,8:00 AM,Meghalaya,-,-,345,5,990
4939,07-08-2020,8:00 AM,Mizoram,-,-,288,0,539
4940,07-08-2020,8:00 AM,Nagaland,-,-,819,6,2580
4941,07-08-2020,8:00 AM,Odisha,-,-,26888,235,40717
4942,07-08-2020,8:00 AM,Puducherry,-,-,2808,70,4621
4943,07-08-2020,8:00 AM,Punjab,-,-,13659,517,20891
4944,07-08-2020,8:00 AM,Rajasthan,-,-,35131,757,48996
4945,07-08-2020,8:00 AM,Sikkim,-,-,353,1,829
4946,07-08-2020,8:00 AM,Tamil Nadu,-,-,221087,4571,279144
4947,07-08-2020,8:00 AM,Telengana,-,-,53239,601,75257
4948,07-08-2020,8:00 AM,Tripura,-,-,3860,36,5853
4949,07-08-2020,8:00 AM,Uttarakhand,-,-,5427,98,8552
4950,07-08-2020,8:00 AM,Uttar Pradesh,-,-,63402,1918,108974
4951,07-08-2020,8:00 AM,West Bengal,-,-,61023,1902,86754
4952,08-08-2020,8:00 AM,Andaman and Nicobar Islands,-,-,425,19,1222
4953,08-08-2020,8:00 AM,Andhra Pradesh,-,-,120464,1842,206960
4954,08-08-2020,8:00 AM,Arunachal Pradesh,-,-,1326,3,2049
4955,08-08-2020,8:00 AM,Assam,-,-,38809,132,55496
4956,08-08-2020,8:00 AM,Bihar,-,-,44482,369,71304
4957,08-08-2020,8:00 AM,Chandigarh,-,-,820,23,1374
4958,08-08-2020,8:00 AM,Chhattisgarh,-,-,8319,87,11408
4959,08-08-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1014,2,1437
4960,08-08-2020,8:00 AM,Delhi,-,-,128232,4082,142723
4961,08-08-2020,8:00 AM,Goa,-,-,5595,70,7947
4962,08-08-2020,8:00 AM,Gujarat,-,-,51720,2605,68768
4963,08-08-2020,8:00 AM,Haryana,-,-,33444,467,40054
4964,08-08-2020,8:00 AM,Himachal Pradesh,-,-,1954,14,3150
4965,08-08-2020,8:00 AM,Jammu and Kashmir,-,-,16218,449,23927
4966,08-08-2020,8:00 AM,Jharkhand,-,-,7391,151,16465
4967,08-08-2020,8:00 AM,Karnataka,-,-,84232,2998,164924
4968,08-08-2020,8:00 AM,Kerala,-,-,19147,102,31700
4969,08-08-2020,8:00 AM,Ladakh,-,-,1194,9,1614
4970,08-08-2020,8:00 AM,Madhya Pradesh,-,-,27621,962,37298
4971,08-08-2020,8:00 AM,Maharashtra,-,-,327281,17092,490262
4972,08-08-2020,8:00 AM,Manipur,-,-,1926,10,3466
4973,08-08-2020,8:00 AM,Meghalaya,-,-,411,5,1006
4974,08-08-2020,8:00 AM,Mizoram,-,-,289,0,566
4975,08-08-2020,8:00 AM,Nagaland,-,-,824,7,2657
4976,08-08-2020,8:00 AM,Odisha,-,-,28698,247,42550
4977,08-08-2020,8:00 AM,Puducherry,-,-,2914,75,4862
4978,08-08-2020,8:00 AM,Punjab,-,-,14040,539,21930
4979,08-08-2020,8:00 AM,Rajasthan,-,-,36195,767,50157
4980,08-08-2020,8:00 AM,Sikkim,-,-,406,1,854
4981,08-08-2020,8:00 AM,Tamil Nadu,-,-,227575,4690,285024
4982,08-08-2020,8:00 AM,Telengana,-,-,54330,615,77513
4983,08-08-2020,8:00 AM,Tripura,-,-,4084,37,5999
4984,08-08-2020,8:00 AM,Uttarakhand,-,-,5731,112,8901
4985,08-08-2020,8:00 AM,Uttar Pradesh,-,-,66834,1981,113378
4986,08-08-2020,8:00 AM,West Bengal,-,-,63060,1954,89666
4987,09-08-2020,8:00 AM,Andaman and Nicobar Islands,-,-,500,20,1351
4988,09-08-2020,8:00 AM,Andhra Pradesh,-,-,129615,1939,217040
4989,09-08-2020,8:00 AM,Arunachal Pradesh,-,-,1430,3,2117
4990,09-08-2020,8:00 AM,Assam,-,-,40591,140,57714
4991,09-08-2020,8:00 AM,Bihar,-,-,48243,382,75294
4992,09-08-2020,8:00 AM,Chandigarh,-,-,872,24,1426
4993,09-08-2020,8:00 AM,Chhattisgarh,-,-,8582,89,11743
4994,09-08-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1037,2,1456
4995,09-08-2020,8:00 AM,Delhi,-,-,129362,4098,144127
4996,09-08-2020,8:00 AM,Goa,-,-,5802,72,8206
4997,09-08-2020,8:00 AM,Gujarat,-,-,52855,2628,69869
4998,09-08-2020,8:00 AM,Haryana,-,-,34031,474,40843
4999,09-08-2020,8:00 AM,Himachal Pradesh,-,-,2081,14,3264
5000,09-08-2020,8:00 AM,Jammu and Kashmir,-,-,16667,459,24390
5001,09-08-2020,8:00 AM,Jharkhand,-,-,8123,155,17094
5002,09-08-2020,8:00 AM,Karnataka,-,-,89238,3091,172102
5003,09-08-2020,8:00 AM,Kerala,-,-,20862,106,33120
5004,09-08-2020,8:00 AM,Ladakh,-,-,1214,9,1639
5005,09-08-2020,8:00 AM,Madhya Pradesh,-,-,28353,977,38157
5006,09-08-2020,8:00 AM,Maharashtra,-,-,338362,17367,503084
5007,09-08-2020,8:00 AM,Manipur,-,-,1927,11,3635
5008,09-08-2020,8:00 AM,Meghalaya,-,-,423,6,1023
5009,09-08-2020,8:00 AM,Mizoram,-,-,296,0,593
5010,09-08-2020,8:00 AM,Nagaland,-,-,896,7,2688
5011,09-08-2020,8:00 AM,Odisha,-,-,30242,259,44193
5012,09-08-2020,8:00 AM,Puducherry,-,-,3054,80,5123
5013,09-08-2020,8:00 AM,Punjab,-,-,14880,562,22928
5014,09-08-2020,8:00 AM,Rajasthan,-,-,37163,778,51328
5015,09-08-2020,8:00 AM,Sikkim,-,-,470,1,860
5016,09-08-2020,8:00 AM,Tamil Nadu,-,-,232618,4808,290907
5017,09-08-2020,8:00 AM,Telengana,-,-,55999,627,79495
5018,09-08-2020,8:00 AM,Tripura,-,-,4176,41,6146
5019,09-08-2020,8:00 AM,Uttarakhand,-,-,5963,117,9402
5020,09-08-2020,8:00 AM,Uttar Pradesh,-,-,69833,2028,118038
5021,09-08-2020,8:00 AM,West Bengal,-,-,65124,2005,92615
5022,10-08-2020,8:00 AM,Andaman and Nicobar Islands,-,-,648,20,1490
5023,10-08-2020,8:00 AM,Andhra Pradesh,-,-,138712,2036,227860
5024,10-08-2020,8:00 AM,Arunachal Pradesh,-,-,1482,3,2155
5025,10-08-2020,8:00 AM,Assam,-,-,42325,145,58837
5026,10-08-2020,8:00 AM,Bihar,-,-,51158,387,79451
5027,10-08-2020,8:00 AM,Chandigarh,-,-,904,25,1515
5028,10-08-2020,8:00 AM,Chhattisgarh,-,-,8809,96,12148
5029,10-08-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1121,2,1564
5030,10-08-2020,8:00 AM,Delhi,-,-,130587,4111,145427
5031,10-08-2020,8:00 AM,Goa,-,-,5995,75,8712
5032,10-08-2020,8:00 AM,Gujarat,-,-,54166,2652,70965
5033,10-08-2020,8:00 AM,Haryana,-,-,34781,483,41635
5034,10-08-2020,8:00 AM,Himachal Pradesh,-,-,2181,15,3371
5035,10-08-2020,8:00 AM,Jammu and Kashmir,-,-,17003,472,24897
5036,10-08-2020,8:00 AM,Jharkhand,-,-,8838,177,18138
5037,10-08-2020,8:00 AM,Karnataka,-,-,93908,3198,178087
5038,10-08-2020,8:00 AM,Kerala,-,-,21832,108,34331
5039,10-08-2020,8:00 AM,Ladakh,-,-,1222,9,1688
5040,10-08-2020,8:00 AM,Madhya Pradesh,-,-,29020,996,39025
5041,10-08-2020,8:00 AM,Maharashtra,-,-,351710,17757,515332
5042,10-08-2020,8:00 AM,Manipur,-,-,2044,11,3753
5043,10-08-2020,8:00 AM,Meghalaya,-,-,490,6,1062
5044,10-08-2020,8:00 AM,Mizoram,-,-,298,0,620
5045,10-08-2020,8:00 AM,Nagaland,-,-,904,8,2781
5046,10-08-2020,8:00 AM,Odisha,-,-,31785,272,45927
5047,10-08-2020,8:00 AM,Puducherry,-,-,3201,87,5382
5048,10-08-2020,8:00 AM,Punjab,-,-,15319,586,23903
5049,10-08-2020,8:00 AM,Rajasthan,-,-,38235,789,52497
5050,10-08-2020,8:00 AM,Sikkim,-,-,494,1,866
5051,10-08-2020,8:00 AM,Tamil Nadu,-,-,238638,4927,296901
5052,10-08-2020,8:00 AM,Telengana,-,-,57586,637,80751
5053,10-08-2020,8:00 AM,Tripura,-,-,4443,42,6208
5054,10-08-2020,8:00 AM,Uttarakhand,-,-,6134,125,9632
5055,10-08-2020,8:00 AM,Uttar Pradesh,-,-,72650,2069,122609
5056,10-08-2020,8:00 AM,West Bengal,-,-,67120,2059,95554
5057,11-08-2020,8:00 AM,Andaman and Nicobar Islands,-,-,709,20,1625
5058,11-08-2020,8:00 AM,Andhra Pradesh,-,-,145636,2116,235525
5059,11-08-2020,8:00 AM,Arunachal Pradesh,-,-,1592,3,2231
5060,11-08-2020,8:00 AM,Assam,-,-,43586,151,61737
5061,11-08-2020,8:00 AM,Bihar,-,-,54088,397,82550
5062,11-08-2020,8:00 AM,Chandigarh,-,-,1004,25,1595
5063,11-08-2020,8:00 AM,Chhattisgarh,-,-,9013,99,12448
5064,11-08-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1167,2,1613
5065,11-08-2020,8:00 AM,Delhi,-,-,131657,4131,146134
5066,11-08-2020,8:00 AM,Goa,-,-,6208,80,9029
5067,11-08-2020,8:00 AM,Gujarat,-,-,55304,2672,72031
5068,11-08-2020,8:00 AM,Haryana,-,-,35492,489,42429
5069,11-08-2020,8:00 AM,Himachal Pradesh,-,-,2205,17,3463
5070,11-08-2020,8:00 AM,Jammu and Kashmir,-,-,17375,478,25367
5071,11-08-2020,8:00 AM,Jharkhand,-,-,9724,188,18723
5072,11-08-2020,8:00 AM,Karnataka,-,-,99126,3312,182354
5073,11-08-2020,8:00 AM,Kerala,-,-,22616,115,35515
5074,11-08-2020,8:00 AM,Ladakh,-,-,1237,9,1717
5075,11-08-2020,8:00 AM,Madhya Pradesh,-,-,29674,1015,39891
5076,11-08-2020,8:00 AM,Maharashtra,-,-,358421,18050,524513
5077,11-08-2020,8:00 AM,Manipur,-,-,2122,11,3853
5078,11-08-2020,8:00 AM,Meghalaya,-,-,498,6,1114
5079,11-08-2020,8:00 AM,Mizoram,-,-,323,0,623
5080,11-08-2020,8:00 AM,Nagaland,-,-,973,8,3011
5081,11-08-2020,8:00 AM,Odisha,-,-,33021,286,47455
5082,11-08-2020,8:00 AM,Puducherry,-,-,3355,89,5624
5083,11-08-2020,8:00 AM,Punjab,-,-,15735,604,24889
5084,11-08-2020,8:00 AM,Rajasthan,-,-,39060,800,53670
5085,11-08-2020,8:00 AM,Sikkim,-,-,510,1,910
5086,11-08-2020,8:00 AM,Tamil Nadu,-,-,244675,5041,302815
