Updated On,State,Total Individuals Registered,Total Sessions Conducted,Total Sites ,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Covaxin Administered,Total CoviShield Administered,Total Individuals Vaccinated,Total Doses Administered
08/02/2021,Dadra and Nagar Haveli and Daman and Diu,5228.0,121.0,37.0,2329.0,0.0,972.0,1357.0,0.0,0.0,2329.0,2329.0,2329
09/02/2021,Dadra and Nagar Haveli and Daman and Diu,5506.0,152.0,49.0,2567.0,0.0,1160.0,1407.0,0.0,0.0,2567.0,2567.0,2567
10/02/2021,Dadra and Nagar Haveli and Daman and Diu,5856.0,176.0,49.0,3309.0,0.0,1509.0,1800.0,0.0,0.0,3309.0,3309.0,3309
11/02/2021,Dadra and Nagar Haveli and Daman and Diu,5922.0,200.0,49.0,3672.0,0.0,1691.0,1981.0,0.0,0.0,3672.0,3672.0,3672
12/02/2021,Dadra and Nagar Haveli and Daman and Diu,6090.0,222.0,49.0,3931.0,0.0,1817.0,2114.0,0.0,0.0,3931.0,3931.0,3931
13/02/2021,Dadra and Nagar Haveli and Daman and Diu,6235.0,249.0,49.0,4060.0,71.0,1878.0,2182.0,0.0,0.0,4060.0,4060.0,4131
14/02/2021,Dadra and Nagar Haveli and Daman and Diu,6235.0,249.0,49.0,4060.0,71.0,1878.0,2182.0,0.0,0.0,4060.0,4060.0,4131
15/02/2021,Dadra and Nagar Haveli and Daman and Diu,6964.0,269.0,49.0,4347.0,78.0,2042.0,2305.0,0.0,0.0,4347.0,4347.0,4425
16/02/2021,Dadra and Nagar Haveli and Daman and Diu,7908.0,303.0,49.0,4590.0,164.0,2161.0,2429.0,0.0,0.0,4590.0,4590.0,4754
17/02/2021,Dadra and Nagar Haveli and Daman and Diu,8928.0,334.0,50.0,5295.0,188.0,2615.0,2680.0,0.0,0.0,5295.0,5295.0,5483
18/02/2021,Dadra and Nagar Haveli and Daman and Diu,8662.0,356.0,50.0,5569.0,207.0,2865.0,2704.0,0.0,0.0,5569.0,5569.0,5776
19/02/2021,Dadra and Nagar Haveli and Daman and Diu,10120.0,378.0,50.0,6174.0,330.0,3215.0,2959.0,0.0,0.0,6174.0,6174.0,6504
20/02/2021,Dadra and Nagar Haveli and Daman and Diu,10124.0,406.0,50.0,6376.0,465.0,3353.0,3023.0,0.0,0.0,6376.0,6376.0,6841
21/02/2021,Dadra and Nagar Haveli and Daman and Diu,10124.0,406.0,50.0,6376.0,465.0,3353.0,3023.0,0.0,0.0,6376.0,6376.0,6841
22/02/2021,Dadra and Nagar Haveli and Daman and Diu,10124.0,434.0,50.0,6488.0,515.0,3426.0,3062.0,0.0,0.0,6488.0,6488.0,7003
23/02/2021,Dadra and Nagar Haveli and Daman and Diu,10124.0,436.0,50.0,6539.0,522.0,3461.0,3078.0,0.0,0.0,6539.0,6539.0,7061
24/02/2021,Dadra and Nagar Haveli and Daman and Diu,10124.0,469.0,50.0,6609.0,526.0,3503.0,3106.0,0.0,0.0,6609.0,6609.0,7135
25/02/2021,Dadra and Nagar Haveli and Daman and Diu,10124.0,497.0,51.0,7077.0,598.0,3810.0,3267.0,0.0,0.0,7077.0,7077.0,7675
26/02/2021,Dadra and Nagar Haveli and Daman and Diu,9825.0,497.0,51.0,7304.0,674.0,3984.0,3320.0,0.0,0.0,7304.0,7304.0,7978
27/02/2021,Dadra and Nagar Haveli and Daman and Diu,9825.0,497.0,51.0,7304.0,674.0,3984.0,3320.0,0.0,0.0,7304.0,7304.0,7978
28/02/2021,Dadra and Nagar Haveli and Daman and Diu,9825.0,543.0,58.0,7304.0,674.0,3984.0,3320.0,0.0,0.0,7304.0,7304.0,7978
01/03/2021,Dadra and Nagar Haveli and Daman and Diu,9825.0,768.0,86.0,7304.0,674.0,3984.0,3320.0,0.0,0.0,7304.0,7304.0,7978
02/03/2021,Dadra and Nagar Haveli and Daman and Diu,10829.0,807.0,86.0,8469.0,964.0,4596.0,3873.0,0.0,0.0,8469.0,8469.0,9433
03/03/2021,Dadra and Nagar Haveli and Daman and Diu,10124.0,497.0,51.0,7077.0,598.0,3810.0,3267.0,0.0,0.0,7077.0,7077.0,7675
04/03/2021,Dadra and Nagar Haveli and Daman and Diu,9825.0,497.0,51.0,7304.0,674.0,3984.0,3320.0,0.0,0.0,7304.0,7304.0,7978
05/03/2021,Dadra and Nagar Haveli and Daman and Diu,9825.0,497.0,51.0,7304.0,674.0,3984.0,3320.0,0.0,0.0,7304.0,7304.0,7978
06/03/2021,Dadra and Nagar Haveli and Daman and Diu,13540.0,1804.0,90.0,11246.0,1884.0,5914.0,5332.0,0.0,0.0,11246.0,11246.0,13130
07/03/2021,Dadra and Nagar Haveli and Daman and Diu,13548.0,1808.0,90.0,11254.0,1884.0,5922.0,5332.0,0.0,0.0,11254.0,11254.0,13138
08/03/2021,Dadra and Nagar Haveli and Daman and Diu,14131.0,1816.0,91.0,11841.0,2017.0,6224.0,5617.0,0.0,0.0,11841.0,11841.0,13858
09/03/2021,Dadra and Nagar Haveli and Daman and Diu,14551.0,1836.0,91.0,12275.0,2261.0,6432.0,5843.0,0.0,0.0,12275.0,12275.0,14536
10/03/2021,Dadra and Nagar Haveli and Daman and Diu,15184.0,1863.0,93.0,12915.0,2640.0,6764.0,6151.0,0.0,0.0,12915.0,12915.0,15555
11/03/2021,Dadra and Nagar Haveli and Daman and Diu,15184.0,1867.0,93.0,12915.0,2640.0,6764.0,6151.0,0.0,0.0,12915.0,12915.0,15555
12/03/2021,Dadra and Nagar Haveli and Daman and Diu,15985.0,1880.0,93.0,13714.0,3027.0,7187.0,6527.0,0.0,0.0,13714.0,13714.0,16741
13/03/2021,Dadra and Nagar Haveli and Daman and Diu,16597.0,1912.0,94.0,14332.0,3242.0,7463.0,6869.0,0.0,0.0,14332.0,14332.0,17574
14/03/2021,Dadra and Nagar Haveli and Daman and Diu,16597.0,1951.0,96.0,14332.0,3242.0,7463.0,6869.0,0.0,0.0,14332.0,14332.0,17574
15/03/2021,Dadra and Nagar Haveli and Daman and Diu,17298.0,1970.0,99.0,15038.0,3527.0,7766.0,7272.0,0.0,0.0,15038.0,15038.0,18565
16/03/2021,Dadra and Nagar Haveli and Daman and Diu,18059.0,1987.0,99.0,15798.0,3659.0,8114.0,7684.0,0.0,0.0,15798.0,15798.0,19457
17/03/2021,Dadra and Nagar Haveli and Daman and Diu,18688.0,2013.0,99.0,16425.0,3884.0,8441.0,7984.0,0.0,0.0,16425.0,16425.0,20309
18/03/2021,Dadra and Nagar Haveli and Daman and Diu,19889.0,3194.0,134.0,17413.0,5435.0,9186.0,8227.0,0.0,0.0,17413.0,17413.0,22848
19/03/2021,Dadra and Nagar Haveli and Daman and Diu,19161.0,1040.0,64.0,17106.0,3077.0,8522.0,8584.0,0.0,0.0,17106.0,17106.0,20183
20/03/2021,Dadra and Nagar Haveli and Daman and Diu,20620.0,2146.0,100.0,18343.0,4590.0,9415.0,8928.0,0.0,0.0,18343.0,18343.0,22933
21/03/2021,Dadra and Nagar Haveli and Daman and Diu,20660.0,2156.0,100.0,18391.0,4600.0,9438.0,8953.0,0.0,0.0,18391.0,18391.0,22991
22/03/2021,Dadra and Nagar Haveli and Daman and Diu,21419.0,2174.0,103.0,19139.0,4686.0,9829.0,9310.0,0.0,0.0,19139.0,19139.0,23825
23/03/2021,Dadra and Nagar Haveli and Daman and Diu,22094.0,2186.0,104.0,19822.0,4817.0,10159.0,9663.0,0.0,0.0,19822.0,19822.0,24639
24/03/2021,Dadra and Nagar Haveli and Daman and Diu,22674.0,2198.0,104.0,20398.0,4888.0,10456.0,9942.0,0.0,0.0,20398.0,20398.0,25286
25/03/2021,Dadra and Nagar Haveli and Daman and Diu,23084.0,2218.0,105.0,20815.0,5008.0,10694.0,10121.0,0.0,0.0,20815.0,20815.0,25823
26/03/2021,Dadra and Nagar Haveli and Daman and Diu,23851.0,2226.0,105.0,21574.0,5189.0,11098.0,10476.0,0.0,0.0,21574.0,21574.0,26763
27/03/2021,Dadra and Nagar Haveli and Daman and Diu,24358.0,2252.0,106.0,22084.0,5271.0,11384.0,10700.0,0.0,0.0,22084.0,22084.0,27355
28/03/2021,Dadra and Nagar Haveli and Daman and Diu,24358.0,2252.0,106.0,22084.0,5271.0,11384.0,10700.0,0.0,0.0,22084.0,22084.0,27355
29/03/2021,Dadra and Nagar Haveli and Daman and Diu,24363.0,2255.0,106.0,22089.0,5271.0,11387.0,10702.0,0.0,0.0,22089.0,22089.0,27360
30/03/2021,Dadra and Nagar Haveli and Daman and Diu,24979.0,2262.0,106.0,22707.0,5510.0,11647.0,11060.0,0.0,0.0,22707.0,22707.0,28217
31/03/2021,Dadra and Nagar Haveli and Daman and Diu,25620.0,2711.0,107.0,23348.0,5676.0,11992.0,11356.0,0.0,0.0,23348.0,23348.0,29024
01/04/2021,Dadra and Nagar Haveli and Daman and Diu,28345.0,2879.0,109.0,25908.0,5863.0,13603.0,12305.0,0.0,0.0,25908.0,25908.0,31771
02/04/2021,Dadra and Nagar Haveli and Daman and Diu,31902.0,2950.0,113.0,29284.0,6109.0,15846.0,13438.0,0.0,0.0,29284.0,29284.0,35393
03/04/2021,Dadra and Nagar Haveli and Daman and Diu,35243.0,3387.0,114.0,32439.0,6409.0,17980.0,14459.0,0.0,0.0,32439.0,32439.0,38848
04/04/2021,Dadra and Nagar Haveli and Daman and Diu,36648.0,1438.0,83.0,33920.0,4747.0,17577.0,16343.0,0.0,0.0,33920.0,33920.0,38667
05/04/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,0
06/04/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,0
07/04/2021,Dadra and Nagar Haveli and Daman and Diu,48313.0,6950.0,67.0,48313.0,7716.0,28194.0,20119.0,0.0,0.0,56029.0,48313.0,56029
08/04/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,0
09/04/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,0
10/04/2021,Dadra and Nagar Haveli and Daman and Diu,59130.0,7100.0,71.0,59130.0,8778.0,34983.0,24146.0,1.0,0.0,67908.0,59130.0,67908
11/04/2021,Dadra and Nagar Haveli and Daman and Diu,61498.0,7350.0,73.0,61498.0,9025.0,36272.0,25224.0,2.0,0.0,70523.0,61498.0,70523
12/04/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,0
13/04/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,0
14/04/2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,0
15/04/2021,Dadra and Nagar Haveli and Daman and Diu,69063.0,7200.0,70.0,69063.0,10376.0,40813.0,28247.0,3.0,0.0,79439.0,69063.0,79439
16/04/2021,Dadra and Nagar Haveli and Daman and Diu,70628.0,6600.0,66.0,70628.0,10848.0,41857.0,28768.0,3.0,0.0,81476.0,70628.0,81476
17/04/2021,Dadra and Nagar Haveli and Daman and Diu,71964.0,6400.0,63.0,71964.0,11179.0,42794.0,29167.0,3.0,0.0,83143.0,71964.0,83143
18/04/2021,Dadra and Nagar Haveli and Daman and Diu,72365.0,6600.0,66.0,72365.0,11314.0,43073.0,29289.0,3.0,0.0,83679.0,72365.0,83679
19/04/2021,Dadra and Nagar Haveli and Daman and Diu,73240.0,7000.0,70.0,73240.0,11705.0,43691.0,29546.0,3.0,0.0,84945.0,73240.0,84945
20/04/2021,Dadra and Nagar Haveli and Daman and Diu,74293.0,6600.0,66.0,74293.0,12102.0,44279.0,30011.0,3.0,0.0,86395.0,74293.0,86395
21/04/2021,Dadra and Nagar Haveli and Daman and Diu,74768.0,5900.0,59.0,74768.0,12311.0,44608.0,30157.0,3.0,0.0,87079.0,74768.0,87079
16/01/2021,Delhi,256878.0,91.0,81.0,892.0,0.0,525.0,367.0,0.0,33.0,859.0,892.0,892
17/01/2021,Delhi,258560.0,288.0,81.0,1005.0,0.0,603.0,402.0,0.0,36.0,969.0,1005.0,1005
18/01/2021,Delhi,248755.0,347.0,82.0,1366.0,0.0,840.0,526.0,0.0,46.0,1320.0,1366.0,1366
19/01/2021,Delhi,259118.0,357.0,83.0,3041.0,0.0,1837.0,1204.0,0.0,164.0,2877.0,3041.0,3041
20/01/2021,Delhi,263673.0,456.0,84.0,3041.0,0.0,1837.0,1204.0,0.0,164.0,2877.0,3041.0,3041
21/01/2021,Delhi,277659.0,528.0,84.0,5308.0,0.0,2975.0,2333.0,0.0,264.0,5044.0,5308.0,5308
22/01/2021,Delhi,280334.0,562.0,84.0,5331.0,0.0,2994.0,2337.0,0.0,264.0,5067.0,5331.0,5331
23/01/2021,Delhi,287790.0,638.0,84.0,12312.0,0.0,6644.0,5668.0,0.0,550.0,11762.0,12312.0,12312
24/01/2021,Delhi,289365.0,648.0,84.0,12614.0,0.0,6808.0,5806.0,0.0,558.0,12056.0,12614.0,12614
25/01/2021,Delhi,293371.0,690.0,84.0,20373.0,0.0,10941.0,9432.0,0.0,983.0,19390.0,20373.0,20373
26/01/2021,Delhi,293393.0,745.0,88.0,20427.0,0.0,10958.0,9469.0,0.0,983.0,19444.0,20427.0,20427
27/01/2021,Delhi,296506.0,859.0,109.0,27603.0,0.0,14895.0,12708.0,0.0,1334.0,26269.0,27603.0,27603
28/01/2021,Delhi,300337.0,961.0,109.0,35881.0,0.0,19361.0,16520.0,0.0,1785.0,34096.0,35881.0,35881
29/01/2021,Delhi,301952.0,1022.0,109.0,35937.0,0.0,19388.0,16549.0,0.0,1787.0,34150.0,35937.0,35937
30/01/2021,Delhi,305740.0,1078.0,111.0,44758.0,0.0,23969.0,20789.0,0.0,2174.0,42584.0,44758.0,44758
31/01/2021,Delhi,306271.0,1119.0,111.0,44840.0,0.0,24023.0,20817.0,0.0,2176.0,42664.0,44840.0,44840
01/02/2021,Delhi,310167.0,1323.0,183.0,52760.0,0.0,28237.0,24523.0,0.0,2640.0,50120.0,52760.0,52760
02/02/2021,Delhi,313926.0,1565.0,185.0,62086.0,0.0,33295.0,28791.0,0.0,3869.0,58217.0,62086.0,62086
03/02/2021,Delhi,318195.0,1800.0,185.0,69462.0,0.0,37191.0,32271.0,0.0,4863.0,64599.0,69462.0,69462
04/02/2021,Delhi,322744.0,2001.0,186.0,78948.0,0.0,42617.0,36331.0,0.0,5969.0,72979.0,78948.0,78948
05/02/2021,Delhi,330081.0,2226.0,186.0,88045.0,0.0,47686.0,40359.0,0.0,6990.0,81055.0,88045.0,88045
06/02/2021,Delhi,336268.0,2335.0,186.0,97492.0,0.0,53760.0,43732.0,0.0,7983.0,89509.0,97492.0,97492
07/02/2021,Delhi,336272.0,2404.0,186.0,97495.0,0.0,53761.0,43734.0,0.0,7983.0,89512.0,97495.0,97495
08/02/2021,Delhi,344032.0,2634.0,187.0,107116.0,0.0,60642.0,46474.0,0.0,9413.0,97703.0,107116.0,107116
09/02/2021,Delhi,354626.0,2884.0,187.0,119917.0,0.0,70521.0,49393.0,3.0,11440.0,108477.0,119917.0,119917
10/02/2021,Delhi,367782.0,3193.0,259.0,134600.0,0.0,82321.0,52270.0,9.0,13731.0,120869.0,134600.0,134600
11/02/2021,Delhi,386193.0,3511.0,263.0,150348.0,0.0,95078.0,55255.0,15.0,16941.0,133407.0,150348.0,150348
12/02/2021,Delhi,407264.0,3832.0,266.0,164976.0,0.0,106900.0,58057.0,19.0,19955.0,145021.0,164976.0,164976
13/02/2021,Delhi,433592.0,4045.0,266.0,178174.0,1967.0,117328.0,60826.0,20.0,22509.0,155665.0,178174.0,180141
14/02/2021,Delhi,437552.0,4153.0,274.0,178176.0,1967.0,117330.0,60826.0,20.0,22510.0,155666.0,178176.0,180143
15/02/2021,Delhi,470122.0,4496.0,304.0,192891.0,4140.0,128980.0,63887.0,24.0,25669.0,167222.0,192891.0,197031
16/02/2021,Delhi,536191.0,4905.0,311.0,207447.0,6826.0,140385.0,67026.0,36.0,28598.0,178849.0,207447.0,214273
17/02/2021,Delhi,599563.0,5293.0,313.0,223511.0,8033.0,153075.0,70390.0,46.0,32389.0,191122.0,223511.0,231544
18/02/2021,Delhi,480770.0,5643.0,314.0,241096.0,11747.0,168106.0,72928.0,62.0,38030.0,203066.0,241096.0,252843
19/02/2021,Delhi,652889.0,6057.0,318.0,270025.0,13604.0,189330.0,80618.0,77.0,43994.0,226031.0,270025.0,283629
20/02/2021,Delhi,656758.0,6263.0,319.0,291137.0,18273.0,205007.0,86047.0,83.0,49981.0,241156.0,291137.0,309410
21/02/2021,Delhi,656769.0,6404.0,319.0,291146.0,18273.0,205016.0,86047.0,83.0,49981.0,241165.0,291146.0,309419
22/02/2021,Delhi,656807.0,6802.0,325.0,312680.0,23864.0,221784.0,90810.0,86.0,56177.0,256503.0,312680.0,336544
23/02/2021,Delhi,656810.0,7190.0,329.0,330559.0,26103.0,235887.0,94578.0,94.0,60898.0,269661.0,330559.0,356662
24/02/2021,Delhi,656840.0,7603.0,329.0,344481.0,30557.0,246901.0,97485.0,95.0,64670.0,279811.0,344481.0,375038
25/02/2021,Delhi,656843.0,7985.0,330.0,357350.0,36121.0,256955.0,100290.0,105.0,68484.0,288866.0,357350.0,393471
26/02/2021,Delhi,610126.0,8089.0,330.0,367699.0,38732.0,264730.0,102860.0,109.0,71286.0,296413.0,367699.0,406431
27/02/2021,Delhi,610132.0,8089.0,330.0,367699.0,38732.0,264730.0,102860.0,109.0,71286.0,296413.0,367699.0,406431
28/02/2021,Delhi,610132.0,8095.0,330.0,367699.0,38732.0,264730.0,102860.0,109.0,71286.0,296413.0,367699.0,406431
01/03/2021,Delhi,610132.0,14383.0,335.0,367699.0,38732.0,264730.0,102860.0,109.0,71286.0,296413.0,367699.0,406431
02/03/2021,Delhi,621202.0,15670.0,373.0,383386.0,44991.0,275223.0,108053.0,110.0,75701.0,307685.0,383386.0,428377
03/03/2021,Delhi,629527.0,16429.0,428.0,394019.0,49823.0,282017.0,111891.0,111.0,79096.0,314923.0,394019.0,443842
04/03/2021,Delhi,639327.0,19900.0,442.0,405213.0,55099.0,289098.0,116004.0,111.0,82300.0,322913.0,405213.0,460312
05/03/2021,Delhi,647938.0,24007.0,447.0,414969.0,60620.0,295038.0,119819.0,112.0,85019.0,329950.0,414969.0,475589
06/03/2021,Delhi,658484.0,25956.0,471.0,426890.0,68264.0,301985.0,124793.0,112.0,88221.0,338669.0,426890.0,495154
07/03/2021,Delhi,658538.0,26327.0,490.0,426957.0,68286.0,302019.0,124826.0,112.0,88270.0,338687.0,426957.0,495243
08/03/2021,Delhi,670991.0,28113.0,494.0,440429.0,75759.0,310101.0,130214.0,114.0,91856.0,348573.0,440429.0,516188
09/03/2021,Delhi,682736.0,28727.0,498.0,453140.0,84367.0,317869.0,135156.0,115.0,95284.0,357856.0,453140.0,537507
10/03/2021,Delhi,692454.0,28994.0,500.0,463523.0,92795.0,324152.0,139256.0,115.0,97948.0,365575.0,463523.0,556318
11/03/2021,Delhi,702214.0,29419.0,517.0,473832.0,100481.0,330559.0,143158.0,115.0,100791.0,373041.0,473832.0,574313
12/03/2021,Delhi,711749.0,29606.0,534.0,484043.0,110212.0,336420.0,147508.0,115.0,103611.0,380432.0,484043.0,594255
13/03/2021,Delhi,725120.0,29799.0,541.0,498281.0,120758.0,344550.0,153615.0,116.0,107714.0,390567.0,498281.0,619039
14/03/2021,Delhi,725151.0,29940.0,546.0,498295.0,120806.0,344557.0,153622.0,116.0,107714.0,390581.0,498295.0,619101
15/03/2021,Delhi,739881.0,30996.0,550.0,513705.0,131284.0,353619.0,159969.0,117.0,112056.0,401649.0,513705.0,644989
16/03/2021,Delhi,753732.0,31658.0,559.0,528084.0,142569.0,361961.0,166005.0,118.0,116367.0,411717.0,528084.0,670653
17/03/2021,Delhi,762898.0,32246.0,582.0,537865.0,151988.0,367649.0,170097.0,119.0,119249.0,418616.0,537865.0,689853
18/03/2021,Delhi,777560.0,32427.0,586.0,552643.0,165766.0,376344.0,176179.0,120.0,123861.0,428782.0,552643.0,718409
19/03/2021,Delhi,786816.0,32919.0,591.0,561940.0,176675.0,381804.0,180015.0,121.0,126529.0,435411.0,561940.0,738615
20/03/2021,Delhi,803466.0,33282.0,597.0,579174.0,191505.0,391487.0,187567.0,120.0,131923.0,447251.0,579174.0,770679
21/03/2021,Delhi,804104.0,33628.0,623.0,580060.0,191767.0,392005.0,187935.0,120.0,132149.0,447911.0,580060.0,771827
22/03/2021,Delhi,819810.0,35518.0,681.0,595575.0,205897.0,400945.0,194508.0,122.0,137186.0,458389.0,595575.0,801472
23/03/2021,Delhi,837649.0,36647.0,713.0,614600.0,218547.0,411894.0,202584.0,122.0,143473.0,471127.0,614600.0,833147
24/03/2021,Delhi,847963.0,37334.0,735.0,625107.0,225879.0,418086.0,206898.0,123.0,146528.0,478579.0,625107.0,850986
25/03/2021,Delhi,868285.0,39416.0,768.0,645596.0,234248.0,429842.0,215630.0,124.0,153335.0,492261.0,645596.0,879844
26/03/2021,Delhi,878627.0,40309.0,797.0,656156.0,238844.0,435922.0,220109.0,125.0,156254.0,499902.0,656156.0,895000
27/03/2021,Delhi,900875.0,41225.0,799.0,678689.0,243316.0,448042.0,230522.0,125.0,164055.0,514634.0,678689.0,922005
28/03/2021,Delhi,901100.0,41497.0,801.0,678941.0,243348.0,448174.0,230642.0,125.0,164084.0,514857.0,678941.0,922289
29/03/2021,Delhi,901130.0,41557.0,801.0,678976.0,243360.0,448195.0,230656.0,125.0,164085.0,514891.0,678976.0,922336
30/03/2021,Delhi,922911.0,43808.0,802.0,700543.0,249662.0,460037.0,240377.0,129.0,171570.0,528973.0,700543.0,950205
31/03/2021,Delhi,935550.0,45260.0,811.0,713465.0,255670.0,467365.0,245968.0,132.0,175451.0,538014.0,713465.0,969135
01/04/2021,Delhi,967653.0,50378.0,825.0,743903.0,261926.0,483382.0,260386.0,135.0,186572.0,557331.0,743903.0,1005829
02/04/2021,Delhi,1002130.0,53932.0,834.0,778596.0,266647.0,502306.0,276156.0,134.0,199934.0,578662.0,778596.0,1045243
03/04/2021,Delhi,1036033.0,54831.0,845.0,810314.0,271868.0,519679.0,290500.0,135.0,211215.0,599099.0,810314.0,1082182
04/04/2021,Delhi,1290748.0,92900.0,735.0,1290748.0,287504.0,777740.0,512765.0,243.0,404762.0,1173490.0,1290748.0,1578252
05/04/2021,Delhi,1352825.0,97350.0,787.0,1352825.0,296402.0,811003.0,541572.0,250.0,429497.0,1219730.0,1352825.0,1649227
06/04/2021,Delhi,1396046.0,101850.0,797.0,1396046.0,302735.0,833942.0,561844.0,260.0,447796.0,1250985.0,1396046.0,1698781
07/04/2021,Delhi,1469113.0,66300.0,480.0,1469113.0,315870.0,873038.0,595813.0,262.0,477505.0,1307478.0,1469113.0,1784983
08/04/2021,Delhi,1565572.0,102100.0,809.0,1565572.0,331947.0,923456.0,641838.0,278.0,515071.0,1382448.0,1565572.0,1897519
09/04/2021,Delhi,1613146.0,68250.0,483.0,1613146.0,343540.0,948404.0,664454.0,288.0,532226.0,1424460.0,1613146.0,1956686
10/04/2021,Delhi,1705350.0,105320.0,803.0,1705350.0,357341.0,995965.0,709088.0,297.0,570732.0,1491959.0,1705350.0,2062691
11/04/2021,Delhi,1780609.0,100310.0,785.0,1780609.0,365110.0,1037794.0,742505.0,310.0,602240.0,1543479.0,1780609.0,2145719
12/04/2021,Delhi,1855493.0,105250.0,835.0,1855493.0,380409.0,1079935.0,775235.0,323.0,635229.0,1600673.0,1855493.0,2235902
13/04/2021,Delhi,1912002.0,105650.0,835.0,1912002.0,392881.0,1115142.0,796535.0,325.0,661547.0,1643336.0,1912002.0,2304883
14/04/2021,Delhi,1971274.0,104650.0,827.0,1971274.0,405713.0,1149522.0,821419.0,333.0,688050.0,1688937.0,1971274.0,2376987
15/04/2021,Delhi,2031982.0,108050.0,836.0,2031982.0,422889.0,1185074.0,846567.0,341.0,716471.0,1738400.0,2031982.0,2454871
16/04/2021,Delhi,2065695.0,72850.0,516.0,2065695.0,438376.0,1205218.0,860130.0,347.0,730737.0,1773334.0,2065695.0,2504071
17/04/2021,Delhi,2121099.0,105020.0,803.0,2121099.0,451586.0,1239449.0,881283.0,367.0,756067.0,1816618.0,2121099.0,2572685
18/04/2021,Delhi,2162307.0,98950.0,787.0,2162307.0,458970.0,1264802.0,897129.0,376.0,774240.0,1847037.0,2162307.0,2621277
19/04/2021,Delhi,2202752.0,103300.0,827.0,2202752.0,479340.0,1289105.0,913261.0,386.0,795593.0,1886499.0,2202752.0,2682092
20/04/2021,Delhi,2238271.0,103450.0,831.0,2238271.0,494236.0,1310586.0,927296.0,389.0,813979.0,1918528.0,2238271.0,2732507
21/04/2021,Delhi,2277803.0,100950.0,802.0,2277803.0,509313.0,1332312.0,945097.0,394.0,832393.0,1954723.0,2277803.0,2787116
16/01/2021,Goa,16349.0,7.0,7.0,50.0,0.0,16.0,34.0,0.0,0.0,50.0,50.0,50
17/01/2021,Goa,16368.0,10.0,7.0,50.0,0.0,16.0,34.0,0.0,0.0,50.0,50.0,50
18/01/2021,Goa,15595.0,20.0,8.0,47.0,0.0,20.0,27.0,0.0,0.0,47.0,47.0,47
19/01/2021,Goa,16266.0,32.0,15.0,72.0,0.0,26.0,46.0,0.0,0.0,72.0,72.0,72
20/01/2021,Goa,16317.0,38.0,20.0,72.0,0.0,26.0,46.0,0.0,0.0,72.0,72.0,72
21/01/2021,Goa,16351.0,41.0,22.0,72.0,0.0,26.0,46.0,0.0,0.0,72.0,72.0,72
22/01/2021,Goa,16660.0,44.0,24.0,300.0,0.0,133.0,167.0,0.0,0.0,300.0,300.0,300
23/01/2021,Goa,17421.0,47.0,24.0,971.0,0.0,394.0,577.0,0.0,0.0,971.0,971.0,971
24/01/2021,Goa,17429.0,55.0,26.0,1033.0,0.0,412.0,621.0,0.0,0.0,1033.0,1033.0,1033
25/01/2021,Goa,17648.0,68.0,37.0,1285.0,0.0,491.0,794.0,0.0,0.0,1285.0,1285.0,1285
26/01/2021,Goa,17860.0,70.0,39.0,1290.0,0.0,494.0,796.0,0.0,0.0,1290.0,1290.0,1290
27/01/2021,Goa,18174.0,72.0,39.0,1844.0,0.0,684.0,1160.0,0.0,0.0,1844.0,1844.0,1844
28/01/2021,Goa,18573.0,77.0,41.0,2394.0,0.0,890.0,1504.0,0.0,0.0,2394.0,2394.0,2394
29/01/2021,Goa,18968.0,82.0,43.0,2752.0,0.0,1033.0,1719.0,0.0,0.0,2752.0,2752.0,2752
30/01/2021,Goa,19399.0,90.0,46.0,3464.0,0.0,1329.0,2135.0,0.0,0.0,3464.0,3464.0,3464
31/01/2021,Goa,19455.0,103.0,50.0,3466.0,0.0,1330.0,2136.0,0.0,0.0,3466.0,3466.0,3466
01/02/2021,Goa,19784.0,119.0,60.0,3860.0,0.0,1457.0,2403.0,0.0,0.0,3860.0,3860.0,3860
02/02/2021,Goa,20247.0,148.0,77.0,4720.0,0.0,1759.0,2961.0,0.0,0.0,4720.0,4720.0,4720
03/02/2021,Goa,20929.0,158.0,80.0,5582.0,0.0,2045.0,3537.0,0.0,0.0,5582.0,5582.0,5582
04/02/2021,Goa,21599.0,173.0,83.0,6532.0,0.0,2339.0,4193.0,0.0,0.0,6532.0,6532.0,6532
05/02/2021,Goa,22257.0,173.0,83.0,7195.0,0.0,2499.0,4696.0,0.0,0.0,7195.0,7195.0,7195
06/02/2021,Goa,22749.0,182.0,86.0,7460.0,0.0,2574.0,4886.0,0.0,0.0,7460.0,7460.0,7460
07/02/2021,Goa,23987.0,189.0,89.0,7462.0,0.0,2576.0,4886.0,0.0,0.0,7462.0,7462.0,7462
08/02/2021,Goa,24657.0,200.0,95.0,7800.0,0.0,2709.0,5091.0,0.0,0.0,7800.0,7800.0,7800
